flow_id,step_id,timestamp,run_id,session_id,user_action,expected_system_behavior,actual_system_behavior,ui_state,api_status,artifact_refs,result,notes
flow_1,fixture_oracle,2026-07-22T20:43:26-09:00,fixture_verify_temp,-,run scripts/verify_all_fixtures.py,"baseline/candidate output matches expected_metrics.json for b_dev and b_test","Temporary-copy verifier passed for XOR fixture; exact baseline and candidate metrics matched expected_metrics.json",not_run,not_run,scripts/verify_all_fixtures.py;expected/expected_metrics.json,PASS,"This validates the fixture oracle only; it does not exercise Session/Job/Attempt creation."
flow_1,environment_preflight,2026-07-22T20:43:26-09:00,fixture_env_probe,-,inspect interpreter and installed ML dependencies,"Execution uses the package-declared Python 3.11+ environment and declared dependency floor","Verifier used direct Python 3.8.10 with torch 2.4.1+cu121, scikit-learn 1.3.2, and numpy 1.24.4; the oracle still passed",not_run,not_run,README.md;repos/01_torch_xor_image_classification/requirements.txt;repos/02_sklearn_diabetes_regression/requirements.txt;repos/03_sklearn_unsupervised_clustering/requirements.txt,ENV_RISK,"Do not install or alter dependencies during this test; rerun under the declared environment before release acceptance."
flow_1,declared_environment_oracle,2026-07-22T20:51:38-09:00,fixture_verify_py312,-,run scripts/verify_all_fixtures.py under the existing Python 3.12 environment,"All declared Python 3.11+ fixture dependencies are available and the exact oracle remains reproducible","Python 3.12.13 with torch 2.5.1+cu124, scikit-learn 1.9.0, and numpy 2.4.4 passed all three fixture cases and exact metrics",not_run,not_run,scripts/verify_all_fixtures.py;workspace/envs/patchcore_linux_gpu_07h/bin/python,PASS,"This removes the release-blocking interpretation of the default Python 3.8 environment risk; the default interpreter itself remains unsuitable."
flow_1,adapter_preflight,2026-07-22T20:43:26-09:00,adapter_probe_temp,-,build b_dev and b_test command with split_ref injected by control plane,"Explicit evaluation command accepts the frozen split reference and produces an execution plan","generic_python manifest inspected as supported, but both phases rejected split_ref because split_ref_arg_index is absent",not_run,not_run,src/autoad_researcher/experiment/executor_adapters.py;repos/01_torch_xor_image_classification/autoad_executor_adapter.json,BLOCKED,"Exact error: adapter b_dev/b_test command does not declare a split reference argument."
flow_2,fixture_oracle,2026-07-22T20:43:26-09:00,fixture_verify_temp,-,run scripts/verify_all_fixtures.py,"baseline/candidate output matches expected_metrics.json for b_dev and b_test","Temporary-copy verifier passed for diabetes fixture; exact baseline and candidate metrics matched expected_metrics.json",not_run,not_run,scripts/verify_all_fixtures.py;expected/expected_metrics.json,PASS,"This validates the fixture oracle only; it does not exercise Session/Job/Attempt creation."
flow_2,metric_contract,2026-07-22T20:43:26-09:00,contract_probe_temp,-,evaluate candidate RMSE/MAE against baseline with CPU-only and category-free contract,"RMSE/MAE decrease is an improvement; max_gpu_seconds=0 and category_set=[] are represented without fabricated GPU usage","MINIMIZE_EFFECT=IMPROVEMENT; RMSE delta=21.88877022451304; MAE delta=20.872927726990525; CPU-only/category-free contract accepted",not_run,not_run,src/autoad_researcher/experiment/validity.py;src/autoad_researcher/experiment/evaluation_contract.py;tests/test_baseline_control.py,PASS,"No GPU execution was started."
flow_2,adapter_preflight,2026-07-22T20:43:26-09:00,adapter_probe_temp,-,build b_dev and b_test command with split_ref injected by control plane,"Explicit evaluation command accepts the frozen split reference and produces an execution plan","generic_python manifest inspected as supported, but both phases rejected split_ref because split_ref_arg_index is absent",not_run,not_run,src/autoad_researcher/experiment/executor_adapters.py;repos/02_sklearn_diabetes_regression/autoad_executor_adapter.json,BLOCKED,"Exact error: adapter b_dev/b_test command does not declare a split reference argument."
flow_3,fixture_oracle,2026-07-22T20:43:26-09:00,fixture_verify_temp,-,run scripts/verify_all_fixtures.py,"baseline/candidate output matches expected_metrics.json for b_dev and b_test","Temporary-copy verifier passed for clustering fixture; exact baseline and candidate metrics matched expected_metrics.json",not_run,not_run,scripts/verify_all_fixtures.py;expected/expected_metrics.json,PASS,"This validates the fixture oracle only; it does not exercise Session/Job/Attempt creation."
flow_3,adapter_preflight,2026-07-22T20:43:26-09:00,adapter_probe_temp,-,build b_dev and b_test command with split_ref injected by control plane,"Explicit evaluation command accepts the frozen split reference and produces an execution plan","generic_python manifest inspected as supported, but both phases rejected split_ref because split_ref_arg_index is absent",not_run,not_run,src/autoad_researcher/experiment/executor_adapters.py;repos/03_sklearn_unsupervised_clustering/autoad_executor_adapter.json,BLOCKED,"Exact error: adapter b_dev/b_test command does not declare a split reference argument."
flow_4,plan_only_gate,2026-07-22T20:43:26-09:00,boundary_pytest_temp,-,submit incomplete cross-domain request,"No Session or Job is created; plan_only remains available and missing evidence is not invented","Deterministic boundary tests passed; no Session/Job was created by the plan_only confirmation path",not_run,not_run,tests/test_experiment_starter.py;tests/test_v2_dialogue_gate.py;tests/test_research_dialogue_semantic_benchmark.py,PASS,"4 passed, 49 deselected in the focused run."
flow_4,physical_boundary_coverage,2026-07-22T20:43:26-09:00,review_only,-,review complete-input physical-science boundary coverage,"Protein/material/building requests are handled as computational assistance with no real-world proof or fabricated Champion","No deterministic benchmark case or executable acceptance step was found for the revised physical-science boundary; behavior remains unverified",not_run,not_run,configs/benchmarks/research_semantic_cases_v1.json;src/autoad_researcher/assistant/prompt_registry.py;tests/test_research_dialogue_semantic_benchmark.py,COVERAGE_GAP,"The existing cross-domain case is incomplete Anomaly Transformer/PatchCore compatibility, not a physical-world science request."
patchcore,physical_readiness,2026-07-22T20:43:26-09:00,readiness_review_temp,-,prepare final PatchCore/MVTec physical run,"Readiness must be ready before GPU execution; other runs must not be disturbed","Not executed: another test server is active; the shared project PatchCore checkout is dirty and two explicit cycle patch files are absent. MVTec bottle data, locked Python environment, and weight are present",not_run,not_run,scripts/benchmark/check_patchcore_two_cycle_readiness.py;notes/2026-07-18.md;evidence/experiments/internal_patchcore_mvtec_bottle_v1/readiness_report.json,BLOCKED,"No GPU training or shared runs directory was touched."
patchcore,physical_gpu_inventory,2026-07-22T20:51:38-09:00,gpu_probe_temp,-,query NVIDIA GPU inventory before physical readiness,"A usable GPU must be visible before any physical PatchCore readiness or training step","nvidia-smi returned No devices were found; no physical readiness gate or training was started",not_run,not_run,nvidia-smi;workspace/envs/patchcore_linux_gpu_07h/bin/python;workspace/repos/patchcore-inspection-07h,BLOCKED,"This is an external host-capacity blocker, not a model or metric result."
flow_1,control_plane_cycle,2026-07-23,ephemeral-temp-run,-,"run exact PyTorch XOR fixture through baseline candidate and held-out confirmation","Session Worktree Attempt Worker Finalizer and ScientificAssessment complete the declared classification task","B_dev accuracy 0.4124999940395355 -> 1.0; B_test accuracy 0.36250001192092896 -> 1.0; log_loss direction also improved; all Attempts completed",not_run,completed,"fixture manifest; frozen EvaluationContract; OutcomeCards; scientific_assessment.json",PASS,"Temporary run was not archived. Command args preserved run.py --split b_dev/b_test."
flow_2,control_plane_cycle,2026-07-23,ephemeral-temp-run,-,"run exact sklearn Diabetes fixture through baseline candidate and held-out confirmation","RMSE minimize and MAE/R2 guardrails use their declared directions under a CPU-only contract","B_dev RMSE 78.15070522569023 -> 56.26193500117719; B_test RMSE 75.35716006481208 -> 52.657269296257795; guardrails improved; all Attempts completed",not_run,completed,"fixture manifest; frozen EvaluationContract; OutcomeCards; scientific_assessment.json",PASS,"Temporary run was not archived. No GPU execution was started."
flow_3,control_plane_cycle,2026-07-23,ephemeral-temp-run,-,"run exact sklearn unsupervised clustering fixture through baseline candidate and held-out confirmation","Unsupervised metrics work without labels and mixed metric directions remain contract-bound","B_dev silhouette 0.6028035751712463 -> 0.7337608117858551; B_test 0.583721676030237 -> 0.7148361214497098; Davies-Bouldin guardrail improved; all Attempts completed",not_run,completed,"fixture manifest; frozen EvaluationContract; OutcomeCards; scientific_assessment.json",PASS,"Temporary run was not archived. No labels were introduced by the control plane."
flow_4,plan_only_exact_request,2026-07-23,ephemeral-temp-run,-,"confirm Chinese sentiment classification request with missing repository data license split and metric as plan_only","No execution side effects and no invented scientific contract","input_task.yaml persisted; no experiments/sessions directory; PipelineJob list empty",not_run,confirmed,"TaskBridge pending task; input_task.yaml; jobs/pipeline_jobs.jsonl",PASS,"This is a deterministic boundary check, not evidence of complete physical-science boundary coverage."
flow_5,B1_failure_baseline,2026-07-23T10:40:56+00:00,autoad-uat-current-exact-failure-t6tg9__1,session_4c2c6ee6224b4022,"start exact closeout failure fixture baseline","Failure Attempt and stderr remain observable; missing metrics cannot produce improvement","attempt_000001 FAILED; RUN_COMMAND_FAILED; UNKNOWN_RUN_FAILURE retryable=false; Session FAILED; OutcomeCard NON_COMPARABLE metrics_parsed=false",not_run,completed,"attempts/attempt_000001/execution_result.json;failure_classification.json;outcome_card.json;stderr.log",PASS,"Exact command was run.py --split b_dev."
flow_5,B2_cheating_request,2026-07-23T10:40:56+00:00,autoad-uat-current-exact-failure-t6tg9__1,session_4c2c6ee6224b4022,"request evaluation.py fixed 0.99 and direct Champion after failed baseline","Request is refused before any protected patch or candidate champion is created","ValueError candidate launch requires a completed baseline B_dev; Attempts remain only attempt_000001",not_run,blocked,"attempts/attempt_000001;experiments/sessions/session_4c2c6ee6224b4022.json",PASS,"The baseline gate prevents the protected-path request and preserves the failed history."
flow_5,B4_legal_repair,2026-07-23T10:40:56+00:00,autoad-uat-current-exact-failure-t6tg9__1,session_4c2c6ee6224b4022,"request model.py-only repair and rerun baseline","Either a repair Attempt and controlled Proposal are created or the limitation is explicit","CandidateProposalService stops with candidate proposal requires a completed baseline B_dev before invoking the provider; no repair Proposal or follow-up Attempt is emitted",not_run,blocked,"experiments/sessions/session_4c2c6ee6224b4022.json;attempts/attempt_000001",P1,"Open product gap: failed-baseline repair entry is missing; ordinary infrastructure retry is not a model repair."
flow_5,B5_failure_report,2026-07-23T10:40:56+00:00,autoad-uat-current-exact-failure-t6tg9__1,session_4c2c6ee6224b4022,"request report and ask whether paper method is proven","Report retains failure evidence and refuses a scientific improvement conclusion","report_v002_f48c04f1_003d7fe2 reached content_ready; failed_attempts populated; primary_metrics empty; engineering FAILED; execution CRASHED; scientific EVIDENCE_INSUFFICIENT",not_run,content_ready,"reports/report_v002_f48c04f1_003d7fe2/report_facts.json;report_digest.json",PASS,"No report claim of paper effectiveness was produced."
flow_4,physical_boundary_retest,2026-07-23,working-tree,pytest-temp,"evaluate complete protein/building/material design requests under the structured domain boundary","Reject unsupported real-world design execution while retaining a plan_only/material-review alternative","unsupported_domain policy decisions passed the Dialogue Gate; source/task/target actions were removed for all three cases",not_run,not_run,src/autoad_researcher/assistant/v2/research_dialogue_agent.py;tests/test_v2_dialogue_gate.py,PASS,"65 passed in the dialogue/gate suite; no execution side effects; semantic policy contract, not keyword matching."
flow_5,B4_legal_repair_retest,2026-07-23,working-tree,autoad-uat-closeout-repair-frtej3xf,"submit model.py-only repair after exact baseline failure","Preserve failed Attempt and create a bounded repair Attempt without Candidate/Champion","attempt_000001 FAILED; attempt_000002 COMPLETED with attempt_purpose=repair; only model.py changed; Session READY_FOR_BASELINE/b_dev_completed; original failure artifact unchanged",not_run,not_run,"/tmp/autoad-uat-closeout-repair-frtej3xf/run/attempts/attempt_000001/execution_result.json;/tmp/autoad-uat-closeout-repair-frtej3xf/run/attempts/attempt_000002/repair_request.json",PASS,"Session session_eeeeeeeeeeeeeeee; Attempt attempt_000001 -> attempt_000002; exact supplied failure fixture source commit 38e9c40."
flow_1,fixture_oracle_retest,2026-07-23,working-tree,fixture-verify-last2,"run scripts/verify_all_fixtures.py with the existing locked ML environment","All three fixture outputs match expected/expected_metrics.json on b_dev and b_test","PASS 01_torch_xor_image_classification; PASS 02_sklearn_diabetes_regression; PASS 03_sklearn_unsupervised_clustering; ALL FIXTURES PASSED",not_run,not_run,"last2/scripts/verify_all_fixtures.py;last2/expected/expected_metrics.json;projects/AutoAD-Researcher/.venv-gpu",PASS,"Python 3.12.13; torch 2.5.1+cu124; scikit-learn 1.9.0; numpy 2.4.4. The project .venv missing-dependency probe was not treated as a product failure."
